archivo,empresa,fecha,descripcion,cantidad,precio_unitario,precio_total, pagina, fecha, empresa, descripcion, cantidad, precio_unitario, precio_total,_norm_archivo,pagina,filename_png
Proforma 0101-2022.pdf,Siemens  Energy,16 / 03 / 2022,Bandera de escritorio 32 x 22 cm con base de ónix y varilla de bronce,1.0,115.0,115.0,,,,,,,,,,
Proforma 0101-2024.pdf,Teleperformance,21 / 02 / 2024,Celtex de 5mm de base brandeado impresión a full color en vinil impresión textura de corcho y mapamundi + pines de varios colores. Medida de 1 x 0.70 mtrs. Teleperf ormanc e,1.0,60.0,60.0,,,,,,,,,,
Proforma 0101-2024.pdf,Teleperformance,21 / 02 / 2024,Impresión de fotos tamaño jumbo en papel fotográfico a full color Teleperf ormanc e,20.0,2.0,40.0,,,,,,,,,,
Proforma 0101-2024B.pdf,Teleperformance,21 / 02 / 2024,Celtex de 5mm de base brandeado impresión a full color en vinil impresión textura de corcho y mapamundi + pines de varios colores. Medida de 1 x 0.70 mtrs. Teleperf ormanc e,1.0,60.0,60.0,,,,,,,,,,
Proforma 0101-2024B.pdf,Teleperformance,21 / 02 / 2024,Impresión de fotos tamaño A4 en papel fotográfico a full color Teleperf ormanc e,4.0,5.0,20.0,,,,,,,,,,
Proforma 0101-2024B.pdf,Teleperformance,21 / 02 / 2024,Planchas de stickers troquelados en tamaño A6 Teleperf ormanc e,8.0,8.0,64.0,,,,,,,,,,
Proforma 0102-2021.pdf,Sky High,30 / 03 / 2021,Producto en promoción Mug metálico. Interior plástico. Conserva temperatura de liquidos Capacidad 450 ml. Medidas 17 cm x 8 cm. Presentación caja cartón. Caja por 48 unidades. Cumbra,2000.0,5.4,10800.0,,,,,,,,,,
Proforma 0102-2021.pdf,Sky High,30 / 03 / 2021,Mug plástico. 2 logos a 1 color. Medidas: Alto: 11.5 cm. Diámetro: 8.5 cm. Tapa y asa de plástico negro. Capacidad: 450 ml. Colores variados Cumbra,2000.0,7.5,15000.0,,,,,,,,,,
Proforma 0102-2021.pdf,Sky High,30 / 03 / 2021,Mug metálicoMedidas.2 logos a 1 color. Alto: 18 cm. Diámetro: 8 cm. Exterior metal. Capacidad: 450 ml. Cumbra,2000.0,13.8,27600.0,,,,,,,,,,
Proforma 0102-2021.pdf,Sky High,30 / 03 / 2021,Gorros drill con ajuste de plástico. Logo bordado a 1 color Cumbra,2000.0,7.9,15800.0,,,,,,,,,,
Proforma 0102-2021.pdf,Sky High,30 / 03 / 2021,Canguro 2 bolsillos. material kodra con logo bordado frontal. Cumbra,2000.0,11.7,23400.0,,,,,,,,,,
Proforma 0102-2022.pdf,Unna,16 / 03 / 2022,Roll Screen 2 x 1 mts impresión a full color en banner 11oz. Con funda protectora.,6.0,140.0,840.0,,,,,,,,,,
Proforma 0103-2021.pdf,Siemens,31 / 03 / 2021,Mascarilla Quirúrgica Certificada Paquetes por 50 unids.,1250.0,1.35,1687.5,,,,,,,,,,
Proforma 0103-2022.pdf,Teleperformance,17 / 03 / 2022,Lapiceros metal con logo grabado a bajo relieve. Medidas: Largo: 13.5 cm. Diámetro: 1.1 cm. (Aprox.) Diámetro tapa: 1.25 cm. Tinta liquida . Genlab,500.0,10.25,5125.0,,,,,,,,,,
Proforma 0103-2022B.pdf,Genlab,22 / 03 / 2022,Lapiceros metal con logo grabado a bajo relieve. Medidas: Largo: 13.5 cm. Diámetro: 1.1 cm. (Aprox.) Diámetro tapa: 1.25 cm. Tinta liquida . Genlab,250.0,10.25,2562.5,,,,,,,,,,
Proforma 0103-2023.pdf,Teleperformance,09 / 03 / 2023,Tomatodo plástico con logo a full color impreso de hasta 5 x 2 cm. Teleperfo rmance,1500.0,10.0,15000.0,,,,,,,,,,
Proforma 0103-2023.pdf,Teleperformance,09 / 03 / 2023,Bolsa notex con logo a 1 color Medida 30 x 24 x 15 cm Teleperfo rmance,1500.0,3.5,5250.0,,,,,,,,,,
Proforma 0103-2023.pdf,Teleperformance,09 / 03 / 2023,Llavero con cinta lanyard personalizado Ancho 2 cm. Teleperfor mance,1500.0,2.3,3450.0,,,,,,,,,,
Proforma 0103-2023.pdf,Teleperformance,09 / 03 / 2023,Pines chapa 56 mm diámetro con logo a full color impreso Teleperfor mance,1500.0,0.7,1050.0,,,,,,,,,,
Proforma 0104-2021.pdf,Sky High,31 / 03 / 2021,Canguro material nylon De acuerdo a modelo Medidas 24cm x 15cm x 10 cm Con logo bordado a 2 colores Cumbra,100.0,32.5,3250.0,,,,,,,,,,
Proforma 0104-2021.pdf,Sky High,31 / 03 / 2021,Canguro material tetron De acuerdo a modelo Con logo bordado a 2 colores Cumbra,100.0,14.5,1450.0,,,,,,,,,,
Proforma 0104-2021.pdf,Sky High,31 / 03 / 2021,Gorros material drill Talla standard Con ajuste plástico Logo bordado frontal a 2 colores Cumbra,100.0,9.5,950.0,,,,,,,,,,
Proforma 0104-2021.pdf,Sky High,31 / 03 / 2021,"Lapicero ecológico , medidas 14 cm. x 1 cm. Tinta azul. Con logo a 1 color impreso Cumbra",200.0,7.5,1500.0,,,,,,,,,,
Proforma 0104-2022.pdf,Grupo Panamericana de Radios,17 / 03 / 2022,Tazas sublimadas a full color. Capacidad 11 oz. Presentación en caja de cartón GPR,10.0,11.5,115.0,,,,,,,,,,
Proforma 0104-2022.pdf,Grupo Panamericana de Radios,17 / 03 / 2022,Mug metálico con logo impreso hasta 3 colores. Interior plástico. Capacidad 450 ml. Medidas 17 cm x 8 cm. Presentación caja cartón GPR,10.0,17.8,178.0,,,,,,,,,,
Proforma 0104-2022.pdf,Grupo Panamericana de Radios,17 / 03 / 2022,Jarro mug color con logo hasta 3 colores Medidas: Alto: 16.5 cm. Diámetro: 6 cm. Capacidad: 450 ml. (Aprox.) Presentación del producto: Caja de cartón color blanco. GPR,10.0,19.0,190.0,,,,,,,,,,
Proforma 0105-2021.pdf,Sky High,31 / 03 / 2021,Tomatodo plástico. Capacidad 700 ml. Medidas 25 cm. x 7.3 cm. Presentación en bolsa individual. Caja por 60 unidades Con logo a 1 color impreso Cumbra,200.0,7.9,1580.0,,,,,,,,,,
Proforma 0105-2021.pdf,Sky High,31 / 03 / 2021,Lanyard personalizado con logo a full color . Ancho 2 cm. Con botella 60 ml. (vacia) para alcohol Cumbra,200.0,6.5,1300.0,,,,,,,,,,
Proforma 0105-2021.pdf,Sky High,31 / 03 / 2021,Gorros material drill Talla standard Con ajuste plástico Logo bordado frontal a 2 colores Cumbra,200.0,9.3,1860.0,,,,,,,,,,
Proforma 0105-2022.pdf,Teleperformance,17 / 03 / 2022,Gorras material drill talla estándar con ajuste tela. 2 logos bordados a 1 color frontal y atrás. Teleperfo mance,169.0,8.9,1504.1,,,,,,,,,,
Proforma 0105-2022.pdf,Teleperformance,17 / 03 / 2022,Pines metálicos con acabado resinado Medida 3.5 cm. x 3.5 cm I Teleperfo mance,169.0,5.8,980.2,,,,,,,,,,
Proforma 0105-2022.pdf,Teleperformance,17 / 03 / 2022,Mouse pad nylon medida 18 x 23 cm. con logo a 1 color impreso Teleperfo mance,169.0,11.7,1977.3,,,,,,,,,,
Proforma 0105-2022.pdf,Teleperformance,17 / 03 / 2022,Mochila deportiva material notex. Medida 40 x 35 cm. Con logo a 1 color impreso Teleperfo mance,169.0,4.8,811.2,,,,,,,,,,
Proforma 0105-2022.pdf,Teleperformance,17 / 03 / 2022,Tarjeta impresa en papel hilo. Medida 9 cm x 6.5. Impresión a full color Teleperfo mance,169.0,1.2,202.8,,,,,,,,,,
Proforma 0105-2022.pdf,Teleperformance,17 / 03 / 2022,Servicio de entrega de cajas de regalos 169 puntos de entrega,1.0,11.00124,20.0044,,,,,,,,,,
Proforma 0106-2021.pdf,Servicios Creativos,05 / 04 / 2021,"Tomatodo de plástico acrílico PC, con asa y tapa de plástico. Capacidad: 700 ml. Medidas: Alto: 25 cm. / Diámetro: 7.5 cm. Logo a 1 color impreso Stracon",700.0,8.1,5670.0,,,,,,,,,,
Proforma 0106-2021B.pdf,Servicios Creativos,06 / 04 / 2021,"Tomatodo de plástico acrílico PC, con asa y tapa de plástico. Capacidad: 700 ml. Medidas: Alto: 25 cm. / Diámetro: 7.5 cm. Logo a 1 color impreso Stracon",700.0,8.1,5670.0,,,,,,,,,,
Proforma 0106-2021B.pdf,Servicios Creativos,06 / 04 / 2021,Lanyards sublimados a full color 2 cm. Con accesorio yoyo negro Stracon,700.0,6.2,4340.0,,,,,,,,,,
Proforma 0106-2022.pdf,Siemens,18 / 03 / 2022,Paquetes de 15 unids c/u agua san mateo sin gas 600 ml. San Mateo,2.0,28.5,57.0,,,,,,,,,,
Proforma 0106-2022.pdf,Siemens,18 / 03 / 2022,Paquetes de 09 unids c/u Coca Cola regular 600 ml. Siemens,2.0,23.4,46.8,,,,,,,,,,
Proforma 0106-2022.pdf,Siemens,18 / 03 / 2022,Paquetes de 09 unids c/u Coca Cola zero 600 ml. Siemens,1.0,23.4,23.4,,,,,,,,,,
Proforma 0106-2022B.pdf,Siemens,18 / 03 / 2022,Paquetes de 15 unids c/u agua san mateo sin gas 600 ml. San Mateo,3.0,28.5,85.5,,,,,,,,,,
Proforma 0106-2022B.pdf,Siemens,18 / 03 / 2022,Paquetes de 06 unids c/u agua san mateo con gas 600 ml. San Mateo,1.0,11.4,11.4,,,,,,,,,,
Proforma 0106-2022B.pdf,Siemens,18 / 03 / 2022,Paquetes de 09 unids c/u Coca Cola regular 600 ml. Siemens,2.0,23.4,46.8,,,,,,,,,,
Proforma 0106-2022B.pdf,Siemens,18 / 03 / 2022,Paquetes de 09 unids c/u Coca Cola zero 600 ml. Siemens,1.0,23.4,23.4,,,,,,,,,,
Proforma 0107-2021.pdf,Siemens,05 / 04 / 2021,Cuadernos personalizados A5 Tapa dura con inserto en material couche Siemens,40.0,10.0,400.0,,,,,,,,,,
Proforma 0107-2021.pdf,Siemens,05 / 04 / 2021,Lapicero material plástico con tinta azul Logo impreso a 2 colores Siemens,40.0,3.0,120.0,,,,,,,,,,
Proforma 0107-2021.pdf,Siemens,05 / 04 / 2021,Tomatodo plástico. Capacidad 700 ml. Medidas 25 cm. x 7.3 cm. Presentación en bolsa individual. Con logo a 2 colores Siemens,40.0,9.5,380.0,,,,,,,,,,
Proforma 0107-2021.pdf,Siemens,05 / 04 / 2021,Mochila deportiva con pita logo a 1 color impreso Medida 43 x 34 Siemens,40.0,7.0,280.0,,,,,,,,,,
Proforma 0107-2021.pdf,Siemens,05 / 04 / 2021,Lanyard sublimado a full color Material poliester con gancho metálico Acabado cosido con portafotocheck transparente Ancho 2 cm. Siemens,40.0,4.4,176.0,,,,,,,,,,
Proforma 0107-2021.pdf,Siemens,05 / 04 / 2021,Tazas sublimadas a full color con caja cartón unitaria. Siemens,40.0,8.1,324.0,,,,,,,,,,
Proforma 0107-2021B.pdf,Siemens,07 / 05 / 2021,Cuadernos personalizados A5 Tapa dura con inserto en material couche Siemens,40.0,11.0,440.0,,,,,,,,,,
Proforma 0107-2021B.pdf,Siemens,07 / 05 / 2021,Lapicero material plástico con tinta azul Logo impreso a 2 colores Siemens,40.0,3.0,120.0,,,,,,,,,,
Proforma 0107-2021B.pdf,Siemens,07 / 05 / 2021,Tomatodo plástico. Capacidad 700 ml. Medidas 25 cm. x 7.3 cm. Presentación en bolsa individual. Con logo a 2 colores Siemens,40.0,9.5,380.0,,,,,,,,,,
Proforma 0107-2021B.pdf,Siemens,07 / 05 / 2021,Mochila deportiva con pita logo a 1 color impreso Medida 43 x 34 Siemens,40.0,7.0,280.0,,,,,,,,,,
Proforma 0107-2021B.pdf,Siemens,07 / 05 / 2021,Lanyard sublimado a full color Material poliester con gancho metálico Acabado cosido con portafotocheck transparente Ancho 2 cm. Siemens,40.0,4.4,176.0,,,,,,,,,,
Proforma 0107-2021B.pdf,Siemens,07 / 05 / 2021,Tazas sublimadas a full color con caja cartón unitaria. Siemens,40.0,8.1,324.0,,,,,,,,,,
Proforma 0107-2022.pdf,Teleperformance,18 / 03 / 2022,"Botiquin de madera 30 x 40 cm con seguro. Equipado con Alcohol, agua oxigenada, algodón, tijera, guante quirúrgico esterilizado, esparadrapo, gasa, venda, curitas.",9.0,100.0,900.0,,,,,,,,,,
Proforma 0107-2022.pdf,Teleperformance,18 / 03 / 2022,Camilla tabla rígida de 3 correas,6.0,299.0,1794.0,,,,,,,,,,
Proforma 0107-2022.pdf,Teleperformance,18 / 03 / 2022,Inmovilizador cervical,9.0,299.0,2691.0,,,,,,,,,,
Proforma 0107-2022.pdf,Teleperformance,18 / 03 / 2022,Termómetro Infrarrojo Laser Dikang,2.0,75.0,150.0,,,,,,,,,,
Proforma 0107-2022.pdf,Teleperformance,18 / 03 / 2022,Oxímetro Contec Contec,2.0,60.0,120.0,,,,,,,,,,
Proforma 0107-2022.pdf,Teleperformance,18 / 03 / 2022,Oxímetro de pulso RI-FOX 1905 Riester,2.0,525.0,1050.0,,,,,,,,,,
Proforma 0107-2022B.pdf,Teleperformance,18 / 03 / 2022,"Botiquin de madera 30 x 40 cm con seguro. Equipado con Alcohol, agua oxigenada, algodón, tijera, guante quirúrgico esterilizado, esparadrapo, gasa, venda, curitas.",9.0,83.0,747.0,,,,,,,,,,
Proforma 0107-2022B.pdf,Teleperformance,18 / 03 / 2022,Camilla tabla rígida de 3 correas,6.0,289.0,1734.0,,,,,,,,,,
Proforma 0107-2022B.pdf,Teleperformance,18 / 03 / 2022,Inmovilizador cervical,9.0,289.0,2601.0,,,,,,,,,,
Proforma 0107-2022B.pdf,Teleperformance,18 / 03 / 2022,Termómetro Infrarrojo Laser,2.0,47.0,94.0,,,,,,,,,,
Proforma 0107-2022B.pdf,Teleperformance,18 / 03 / 2022,Oxímetro Contec,2.0,43.0,86.0,,,,,,,,,,
Proforma 0108-2021.pdf,Siemens,05 / 04 / 2021,Servicio de tercerización Beer Box 14 unids,1.0,1165.65,1165.65,,,,,,,,,,
Proforma 0108-2021B.pdf,Siemens,05 / 04 / 2021,Servicio de tercerización Beer Box 14 unids,1.0,1124.2,1124.2,,,,,,,,,,
Proforma 0108-2021C.pdf,Siemens,07 / 04 / 2021,14 Box Siemens ( beer box),1.0,1022.0,1022.0,,,,,,,,,,
Proforma 0108-2021C.pdf,Siemens,07 / 04 / 2021,Servicio de tercerización,1.0,102.2,102.2,,,,,,,,,,
Proforma 0108-2022.pdf,Teleperformance,18 / 03 / 2022,"Canasta de bienvenida que incluye: Set de jabón, pasta dental y cepillo. Aromatizante, esencia de ambiente, esponja de baño, menaje que incluye 2 platos, vaso y cubiertos. Presentado en canasta de mimbre con papel celofán decorativo y lazo de cinta de agua. Jabón dove",1.0,190.0,190.0,,,,,,,,,,
Proforma 0108-2022.pdf,Teleperformance,18 / 03 / 2022,"Canasta de bienvenida que incluye: 2 x Chilcano bar x 275 ml, 2 x Papas onduladas inka chips x 115gr. , 2 x Maíz gigante original 42gr, 2 x Karinto maní clásico x 100gr, 01 x chocolates licorina peruano x 84 gr., 01 x chocolate castaña mia peruano x 192 gr. . Presentado en canasta de mimbre con papel celofán decorativo y lazo de cinta de agua.",1.0,140.0,140.0,,,,,,,,,,
Proforma 0109-2021.pdf,Siemens,06 / 04 / 2021,Mascarilla Quirúrgica Certificada Paquetes por 50 unids.,3500.0,1.35,4725.0,,,,,,,,,,
Proforma 0109-2022.pdf,Hilton,21 / 03 / 2022,"Tomatodo de aluminio con logo a 1 color impreso. Capacidad 540ml. Medidas: Altura: 20.5 cm. Diámetro: 6.5 cm. Presentación del producto: Individual, en caja de cartón blanca. Hilton",115.0,12.6,1449.0,,,,,,,,,,
Proforma 0109-2022.pdf,Hilton,21 / 03 / 2022,Canguro 2 compartimientos con logo bordado hasta 3 colores Material kodra original Hilton,115.0,30.2,3473.0,,,,,,,,,,
Proforma 0109-2022B.pdf,Hilton,21 / 03 / 2022,"Tomatodo de aluminio con logo a 1 color impreso. Capacidad 540ml. Medidas: Altura: 20.5 cm. Diámetro: 6.5 cm. Presentación del producto: Individual, en caja de cartón blanca. Hilton",115.0,12.6,1449.0,,,,,,,,,,
Proforma 0109-2022B.pdf,Hilton,21 / 03 / 2022,Canguro 2 compartimientos con logo bordado hasta 3 colores Material kodra original Hilton,115.0,30.2,3473.0,,,,,,,,,,
Proforma 0109-2022B.pdf,Hilton,21 / 03 / 2022,Polos manga corta 04 colores con logo estampado a 1 color frontal y atrás Hilton,115.0,13.1,1506.5,,,,,,,,,,
Proforma 0109-2022B.pdf,Hilton,21 / 03 / 2022,Casaca material softshell con logo bordado frontal a 1 color. Tallas variadas Hilton,115.0,84.5,9717.5,,,,,,,,,,
Proforma 011-2022.pdf,Siemens,11 / 01 / 2022,Cuchillos plástico 15 cm Paquetes por 50 unids c/u,30.0,4.9,147.0,,,,,,,,,,
Proforma 0110-2021.pdf,Siemens,06 / 04 / 2021,Servicio tercerización diseñador gráfico,1.0,61000.0,0.0,,,,,,,,,,
Proforma 0110-2021B.pdf,Siemens  Energy,07 / 04 / 2021,Servicio tercerización diseñador gráfico,1.0,61000.0,0.0,,,,,,,,,,
Proforma 0110-2022.pdf,Asap Logistics,21 / 03 / 2022,"Lanyard sublimado a full color. Cinta 2.5 cm ancho, 0.8 mm espesor con tip top plástico y mosquetón giratorio metal. Incluye botella vacía para alcohol de 50 ml. Asap Logistics",5800.0,4.25,24650.0,,,,,,,,,,
Proforma 0110-2023B.pdf,Teleperformance,20/ 03 / 2023,Tacho negro de 60 LT  tapa vaivén .,6.0,82.5,495.0,,,,,,,,,,
Proforma 0110-2023B.pdf,Teleperformance,20/ 03 / 2023,"Tachos negro pequeños 8 LT,tapa vaivén .",13.0,19.5,253.5,,,,,,,,,,
Proforma 0111-2021.pdf,Siemens,06 / 04 / 2021,Stickers autoadhesivos ploteados Medida 13.5 cm ancho x 2.1 cm alto 2 colores (No incluye pegado en cada casco ) Siemens,150.0,2.8,420.0,,,,,,,,,,
Proforma 0111-2022.pdf,INVERMET,21 / 03 / 2022,"Caja Obsequio. Contiene tomatodo fibra de trigo 280ml (60 rosadas y 60 celestes), Chocolate LINAJE, arreglo de flor y Tag con dedicatorio y logo. Entrega en caja cartón microcorrugado 30cm x 30cm. INVERME T",120.0,0.0,0.0,,,,,,,,,,
Proforma 0111-2023.pdf,Siemens,14 / 03 / 2023,Tarjetas de observaciones impreso en papel bond. Tamaño A5 02 colores tira y retira. Acabado encolado block por 50 hojas c/u Siemens,12.0,30.0,360.0,,,,,,,,,,
Proforma 0111-2023B.pdf,Siemens,14 / 03 / 2023,Tarjetas de observaciones impreso en papel bond. Tamaño A5 02 colores tira y retira. Acabado encolado block por 50 hojas c/u Siemens,24.0,25.0,600.0,,,,,,,,,,
Proforma 0112-2021.pdf,Teleperformance,06 / 04 / 2021,Correas para mascotas Perros y gatos medianos Colores variados Con placa personalizada 3 cm. diámetro Logo teleperfomance 1 cara Nombre mascota cara posterior Teleperfo rmance,20.0,16.9,338.0,,,,,,,,,,
Proforma 0112-2022.pdf,CAJA LOS ANDES,22 / 03 / 2022,"Lapicero de plástico.  Medidas: 13 X 1 cm. Color turquesa. Sistema: Retráctil. Color de tinta: Azul. Empaque: Individual, en bolsita plástica transparente. Estampado con logo a un color. CAJA LOS ANDES",20700.0,7.0,19950.0,,,,,,,,,,
Proforma 0112-2022.pdf,CAJA LOS ANDES,22 / 03 / 2022,Bolsa Promocional. Material: Notex. Medida: 50cm x 44cm x 10cm con logo a full color sublimado y asa de 60cm reforzado en X CAJA LOS ANDES,2850.0,0.0,0.0,,,,,,,,,,
Proforma 0112-2022B.pdf,CAJA LOS ANDES,28 / 03 / 2022,"Lapicero de plástico.  Medidas: 13 X 1 cm. Color turquesa. Sistema: Retráctil. Color de tinta: Azul. Empaque: Individual, en bolsita plástica transparente. Estampado con logo a un color. CAJA LOS ANDES",20700.0,7.0,19950.0,,,,,,,,,,
Proforma 0112-2022B.pdf,CAJA LOS ANDES,28 / 03 / 2022,Bolsa Promocional. Material: Notex. Medida: 50cm x 44cm x 10cm con logo a 1 color estampado y asa de 60cm reforzado en X CAJA LOS ANDES,2850.0,0.0,0.0,,,,,,,,,,
Proforma 0112-2023.pdf,Siemens,14 / 03 / 2023,"Kit de bienvenida: Que incluye: 01 Mochila premium agrandada contiene Material: Cation importado + nylon 1 compartimiento exterior Bolsillos laterales con cierre: 2 Cierres: #8 con jaladores especiales niquelados Forro: tafeta grueso Acolchado: # 5 en toda la mochila (espalda, portalaptop, base, asas, delantero y costados) Logo: bordado Descripción compartimento principal: -Portalaptop acolchado y con cinta especial 3.8 De acuerdo a diseño Con logo bordado a 1 color Siemens",60.0,210.1,12606.0,,,,,,,,,,
Proforma 0112-2023.pdf,Siemens,14 / 03 / 2023,,1.0,12.0,0.0,,,,,,,,,,
Proforma 0112-2023.pdf,Siemens,14 / 03 / 2023,,1.0,20.0,22.0,,,,,,,,,,
Proforma 0113-2021.pdf,Siemens,06 / 04 / 2021,Mascarillas N95 3M Cajas por 20 unidades 3M,1000.0,29.5,29500.0,,,,,,,,,,
Proforma 0113-2021B.pdf,Siemens,06 / 04 / 2021,Mascarillas N95 3M Cajas por 20 unidades 3M,400.0,29.5,11800.0,,,,,,,,,,
Proforma 0113-2022.pdf,YAGO,22 / 03 / 2022,"Cintas en color Blanco con logo estampado a 1 color.Material: Satín. Mil metros, Ancho: 2.5cm en rollos de 10mt cada uno. YAGO",1000.0,0.94,940.0,,,,,,,,,,
Proforma 0113-2022.pdf,YAGO,22 / 03 / 2022,"Cintas en color Blanco con logo estampado a 1 color.Material: Satín. 500 metros, Ancho: 2.5cm en rollos de 10mt cada uno. YAGO",500.0,1.0,500.0,,,,,,,,,,
Proforma 0113-2022.pdf,YAGO,22 / 03 / 2022,"Cintas en color Blanco con logo estampado a 1 color.. Material: Satín. Mil metros, Ancho: 1.5cm en rollos de 10mt cada uno. YAGO",1000.0,0.79,790.0,,,,,,,,,,
Proforma 0113-2022.pdf,YAGO,22 / 03 / 2022,"Cintas en color Blanco con logo estampado a 1 color. Material: Satín. 500 metros, Ancho: 1.5cm en rollos de 10mt cada uno. YAGO",500.0,0.85,425.0,,,,,,,,,,
Proforma 0114-2021.pdf,Teleperformance,07 / 04 / 2021,"Pines de material bronce 2.8 cm diámetro. Material bronce espesor 0.6mm pintado a 1 color, con clavo y broche americano. Acabado resinado. Imagen referencial Teleperfo mance",150.0,3.6,540.0,,,,,,,,,,
Proforma 0114-2022.pdf,,22 / 03 / 2022,Lanyard sublimado a full color ancho 2cm con mosquetón giratorio.,50.0,3.5,175.0,,,,,,,,,,
Proforma 0114-2022.pdf,,22 / 03 / 2022,Pulseras de pvc de 1cm de ancho con logo a 1 color impreso.,50.0,2.0,100.0,,,,,,,,,,
Proforma 0115-2021.pdf,Siemens,07 / 04 / 2021,Mascarilla Quirúrgica Certificada Paquetes por 50 unids.,1250.0,1.35,1687.5,,,,,,,,,,
Proforma 0115-2023.pdf,Blue Marlin Beach Club,16 / 03 / 2023,"01 Vinil impreso a full color Pared 1:    2,32 x 1.75 mts Decame ron",1.0,200.0,200.0,,,,,,,,,,
Proforma 0115-2023.pdf,Blue Marlin Beach Club,16 / 03 / 2023,Envío e instalación En Punta Sal Decame ron,1.0,100.0,100.0,,,,,,,,,,
Proforma 0116-2021.pdf,Siemens,12 / 04 / 2021,01 Box Siemens ( beer box),1.0,73.0,73.0,,,,,,,,,,
Proforma 0116-2021.pdf,Siemens,12 / 04 / 2021,Servicio de tercerización,1.0,7.3,7.3,,,,,,,,,,
Proforma 0116-2022.pdf,Siemens,22 / 03 / 2022,Paquetes de 15 unids c/u agua san mateo sin gas 600 ml. San Mateo,2.0,28.5,57.0,,,,,,,,,,
